sub_region_1,date,workplaces_percent_change_from_baseline,Predicted
California,3/9/2022,-24,-22.66377412
California,3/9/2022,-41,-39.5059206
California,3/9/2022,-19,-17.02678436
California,3/9/2022,-42,-36.77514658
California,3/9/2022,-29,-22.90108076
California,3/9/2022,-16,-15.29536567
California,3/9/2022,-23,-23.48641576
California,3/9/2022,-25,-15.80524978
California,3/9/2022,-20,-17.7541324
California,3/9/2022,-16,-19.38456493
California,3/9/2022,-25,-19.48995364
California,3/9/2022,-27,-23.44692196
Pennsylvania,3/9/2022,-33,-26.70114411
Pennsylvania,3/9/2022,-17,-30.94486048
Pennsylvania,3/9/2022,-9,-10.8464878
Pennsylvania,3/9/2022,-16,-35.81200813
Pennsylvania,3/9/2022,-23,-13.24931055
Pennsylvania,3/9/2022,-27,-33.67935685
Pennsylvania,3/9/2022,-21,-21.00422142
Pennsylvania,3/9/2022,-27,-13.09430272
Pennsylvania,3/9/2022,-28,-19.68589291
Pennsylvania,3/9/2022,-19,-14.86791203
Pennsylvania,3/9/2022,-18,-18.1883699
Pennsylvania,3/9/2022,-14,-9.760503922
Pennsylvania,3/9/2022,-19,-13.87678653
Pennsylvania,3/9/2022,-24,-18.75022939
Pennsylvania,3/9/2022,-20,-18.76021644
Pennsylvania,3/9/2022,-32,-32.0363865
Pennsylvania,3/9/2022,-29,-35.94844836
Pennsylvania,3/9/2022,-19,-12.24582654
Pennsylvania,3/9/2022,-29,-18.86302453
Pennsylvania,3/9/2022,-17,-23.8253252
Pennsylvania,3/9/2022,-15,-18.41215998
Pennsylvania,3/9/2022,-14,-25.10665318
Wyoming,3/9/2022,-38,-39.57088522
Wyoming,3/9/2022,-23,-19.00351498
California,3/10/2022,-40,-34.44162723
California,3/10/2022,-33,-22.80708165
California,3/10/2022,-27,-29.07624476
California,3/10/2022,-20,-23.03175769
California,3/10/2022,-16,-25.14904362
California,3/10/2022,-11,-15.31614437
California,3/10/2022,-16,-19.81420935
California,3/10/2022,-18,-15.72964656
California,3/10/2022,-7,-19.78442728
California,3/10/2022,-29,-17.49326877
California,3/10/2022,-12,-15.32987812
California,3/10/2022,-36,-32.53853547
California,3/10/2022,-10,-23.98682187
California,3/10/2022,-4,-12.62777238
California,3/10/2022,-23,-13.82518044
California,3/10/2022,-24,-14.53678025
California,3/10/2022,-5,-25.98320119
California,3/10/2022,-28,-24.05878508
California,3/10/2022,-22,-27.79137116
California,3/10/2022,-22,-19.23941243
California,3/10/2022,-29,-26.72123855
California,3/10/2022,-22,-15.86886469
California,3/10/2022,-30,-24.18639202
California,3/10/2022,-50,-43.05421882
California,3/10/2022,-13,-24.92960831
California,3/10/2022,-26,-23.7868242
California,3/10/2022,-41,-39.85370743
California,3/10/2022,-20,-17.52087485
California,3/10/2022,-43,-37.00449924
California,3/10/2022,-30,-21.94380402
California,3/10/2022,-10,-17.40236772
California,3/10/2022,-25,-23.87866088
California,3/10/2022,-27,-15.92304271
California,3/10/2022,-22,-16.8652978
California,3/10/2022,-14,-16.91384513
California,3/10/2022,-24,-16.93484051
California,3/10/2022,-27,-23.7058223
Pennsylvania,3/10/2022,-33,-30.57357286
Pennsylvania,3/10/2022,-17,-18.99180249
Pennsylvania,3/10/2022,-9,-11.75085464
Pennsylvania,3/10/2022,-15,-26.44290775
Pennsylvania,3/10/2022,-29,-33.00038613
Pennsylvania,3/10/2022,-22,-28.2334616
Pennsylvania,3/10/2022,-27,-20.33543771
Pennsylvania,3/10/2022,-27,-22.55841235
Pennsylvania,3/10/2022,-17,-9.773290767
Pennsylvania,3/10/2022,-13,-10.57748573
Pennsylvania,3/10/2022,-16,-8.107147092
Pennsylvania,3/10/2022,-17,-14.78270415
Pennsylvania,3/10/2022,-18,-18.03547714
Pennsylvania,3/10/2022,-18,-15.78757152
Pennsylvania,3/10/2022,-26,-35.23367042
Pennsylvania,3/10/2022,-16,-10.76225859
Pennsylvania,3/10/2022,-26,-13.6848371
Pennsylvania,3/10/2022,-12,-20.25404518
Pennsylvania,3/10/2022,-15,-17.64614936
Pennsylvania,3/10/2022,-14,-22.13927369
Wyoming,3/10/2022,-9,-14.5977566
Wyoming,3/10/2022,-17,-10.68590802
California,3/11/2022,-36,-33.9671934
California,3/11/2022,-30,-27.41413244
California,3/11/2022,-26,-26.69211181
California,3/11/2022,-19,-20.53021575
California,3/11/2022,-11,-25.5401127
California,3/11/2022,-7,-17.46773251
California,3/11/2022,-15,-15.3865615
California,3/11/2022,-15,-14.33760493
California,3/11/2022,-7,-22.00041076
California,3/11/2022,-28,-17.12634561
California,3/11/2022,-12,-17.40918536
California,3/11/2022,-35,-31.66534973
California,3/11/2022,-6,-13.91390769
California,3/11/2022,-19,-14.54702071
California,3/11/2022,-30,-16.73298417
California,3/11/2022,-6,-22.95753044
California,3/11/2022,-26,-22.54439677
California,3/11/2022,-22,-29.81992292
California,3/11/2022,-20,-19.34388639
California,3/11/2022,-28,-23.41244762
California,3/11/2022,-20,-15.93138958
California,3/11/2022,-28,-23.57515723
California,3/11/2022,-49,-39.96909432
California,3/11/2022,-11,-24.62287722
California,3/11/2022,-25,-25.8448988
California,3/11/2022,-39,-41.39353882
California,3/11/2022,-18,-15.78829903
California,3/11/2022,-42,-38.13841972
California,3/11/2022,-31,-20.9100431
California,3/11/2022,-9,-19.75682267
California,3/11/2022,-20,-20.86649937
California,3/11/2022,-24,-17.78697084
California,3/11/2022,-19,-14.87531959
California,3/11/2022,-6,-23.24473929
California,3/11/2022,-14,-14.25133305
California,3/11/2022,-20,-17.19143963
California,3/11/2022,-23,-27.18978157
California,3/11/2022,-12,-18.72721339
Pennsylvania,3/11/2022,-30,-30.16833047
Pennsylvania,3/11/2022,-18,-18.16439721
Pennsylvania,3/11/2022,-9,-13.5385276
Pennsylvania,3/11/2022,-17,-26.32444048
Pennsylvania,3/11/2022,-30,-29.80024109
Pennsylvania,3/11/2022,-24,-28.18196619
Pennsylvania,3/11/2022,-31,-25.19587895
Pennsylvania,3/11/2022,-27,-24.70023916
Pennsylvania,3/11/2022,-17,-14.34638808
Pennsylvania,3/11/2022,-6,-16.64488036
Pennsylvania,3/11/2022,-13,-16.20670976
Pennsylvania,3/11/2022,-15,-15.7050248
Pennsylvania,3/11/2022,-19,-17.53269027
Pennsylvania,3/11/2022,-14,-16.42315153
Pennsylvania,3/11/2022,-26,-34.48759914
Pennsylvania,3/11/2022,-17,-11.91307522
Pennsylvania,3/11/2022,-26,-15.14422635
Pennsylvania,3/11/2022,-11,-16.81114532
Pennsylvania,3/11/2022,-14,-20.46301935
Pennsylvania,3/11/2022,-15,-18.97870709
Wyoming,3/11/2022,-18,-15.06316096
Wyoming,3/11/2022,-16,-10.76994884
California,3/12/2022,-13,-13.25196464
California,3/12/2022,-18,-13.63913068
California,3/12/2022,-14,-14.26150245
California,3/12/2022,-16,-15.34991212
California,3/12/2022,-13,-19.80046512
California,3/12/2022,-6,-14.24758859
California,3/12/2022,-8,-15.24735757
California,3/12/2022,-18,-12.08524755
California,3/12/2022,-14,-17.38134749
California,3/12/2022,-16,-14.24550493
California,3/12/2022,-7,-11.16836027
California,3/12/2022,-15,-16.64380396
California,3/12/2022,-15,-23.52844147
California,3/12/2022,1,-11.69732782
California,3/12/2022,-17,-16.19682426
California,3/12/2022,-6,-16.05044328
California,3/12/2022,-15,-15.22931556
California,3/12/2022,-2,-14.68081024
California,3/12/2022,-12,-16.15301757
California,3/12/2022,-11,-13.0173529
California,3/12/2022,-16,-14.94342218
California,3/12/2022,-17,-14.28784272
California,3/12/2022,-10,-16.78076483
California,3/12/2022,-6,-14.29249571
California,3/12/2022,-17,-16.80157788
California,3/12/2022,-10,-12.3020968
California,3/12/2022,-19,-15.75449563
California,3/12/2022,-4,-13.47268647
California,3/12/2022,-19,-16.2332014
California,3/12/2022,-7,-15.1820137
California,3/12/2022,-3,-2.582304597
California,3/12/2022,-9,-15.90288828
California,3/12/2022,-15,-15.26656523
California,3/12/2022,-13,-15.11387102
California,3/12/2022,-3,-11.45394097
California,3/12/2022,-14,-15.13958503
California,3/12/2022,-15,-15.37572938
California,3/12/2022,-5,-11.78714276
California,3/12/2022,1,-14.73819408
Pennsylvania,3/12/2022,-24,-22.84168849
Pennsylvania,3/12/2022,-19,-20.87127772
Pennsylvania,3/12/2022,-16,-27.59854305
Pennsylvania,3/12/2022,-27,-27.6735683
Pennsylvania,3/12/2022,-8,-21.64708357
Pennsylvania,3/12/2022,-21,-19.63413319
Pennsylvania,3/12/2022,-11,-23.274607
Pennsylvania,3/12/2022,-21,-25.55526157
Pennsylvania,3/12/2022,-21,-25.57659558
Pennsylvania,3/12/2022,-20,-22.43711453
Pennsylvania,3/12/2022,-12,-16.85426353
Pennsylvania,3/12/2022,-20,-25.80146443
Pennsylvania,3/12/2022,-31,-43.03741049
Pennsylvania,3/12/2022,-18,-27.65728323
Pennsylvania,3/12/2022,-30,-37.07039649
Pennsylvania,3/12/2022,-31,-33.46441821
Pennsylvania,3/12/2022,-36,-38.31440125
Pennsylvania,3/12/2022,-13,-25.65599557
Pennsylvania,3/12/2022,-22,-34.36627879
Pennsylvania,3/12/2022,-20,-22.07216653
Pennsylvania,3/12/2022,-13,-24.6898083
Pennsylvania,3/12/2022,-16,-22.45887241
Pennsylvania,3/12/2022,-17,-17.12002382
Wyoming,3/12/2022,-5,-10.48398555
Wyoming,3/12/2022,-10,-9.131594514
California,3/13/2022,-13,-12.51121965
California,3/13/2022,-12,-13.56381115
California,3/13/2022,-18,-10.87076211
California,3/13/2022,-6,-13.28920386
California,3/13/2022,-11,-21.33780307
California,3/13/2022,-8,-11.99664128
California,3/13/2022,-6,-10.2994672
California,3/13/2022,-10,-13.46138859
California,3/13/2022,-16,-13.44522517
California,3/13/2022,-5,-7.954380774
California,3/13/2022,-7,-14.23360467
California,3/13/2022,-18,-22.58744241
California,3/13/2022,-1,-7.24072144
California,3/13/2022,-21,-15.96384006
California,3/13/2022,-12,-14.82926064
California,3/13/2022,-10,-15.02578388
California,3/13/2022,-2,-16.08704874
California,3/13/2022,-12,-15.36321644
California,3/13/2022,-12,-12.01317212
California,3/13/2022,-16,-14.82818505
California,3/13/2022,-13,-14.13926772
California,3/13/2022,-12,-16.56808506
California,3/13/2022,-7,-13.4665697
California,3/13/2022,-18,-18.70403683
California,3/13/2022,-15,-12.52028651
California,3/13/2022,-14,-16.53950363
California,3/13/2022,-2,-13.39947759
California,3/13/2022,-18,-15.27118864
California,3/13/2022,-10,-14.30190851
California,3/13/2022,-9,-7.715582558
California,3/13/2022,-15,-14.04883561
California,3/13/2022,-14,-14.85213133
California,3/13/2022,-12,-14.46460771
California,3/13/2022,-12,-13.66147625
California,3/13/2022,-13,-14.97831664
California,3/13/2022,-8,-11.35954578
Pennsylvania,3/13/2022,-11,-14.87510438
Pennsylvania,3/13/2022,0,-4.517906983
Pennsylvania,3/13/2022,-1,-10.63997842
Pennsylvania,3/13/2022,-13,-15.09393007
Pennsylvania,3/13/2022,-1,-8.568830698
Pennsylvania,3/13/2022,-6,-4.476340816
Pennsylvania,3/13/2022,-12,-5.956161682
Pennsylvania,3/13/2022,-18,-17.23551075
Pennsylvania,3/13/2022,-7,-11.2442428
Pennsylvania,3/13/2022,-1,-9.88351284
Pennsylvania,3/13/2022,-10,-9.614908719
Pennsylvania,3/13/2022,-8,-5.337576117
Pennsylvania,3/13/2022,-5,-10.25672026
Pennsylvania,3/13/2022,-7,-6.439774533
Pennsylvania,3/13/2022,-5,-13.21358358
Pennsylvania,3/13/2022,-19,-17.43042441
Pennsylvania,3/13/2022,-1,-9.661109212
Pennsylvania,3/13/2022,-10,-8.02571209
Pennsylvania,3/13/2022,2,-11.68815446
Wyoming,3/13/2022,-2,-9.109838573
Wyoming,3/13/2022,-10,-11.16266714
California,3/14/2022,-39,-35.87907002
California,3/14/2022,-32,-23.16152853
California,3/14/2022,-30,-27.83463573
California,3/14/2022,-21,-24.34188487
California,3/14/2022,-14,-25.99529035
California,3/14/2022,-4,-13.88986349
California,3/14/2022,-16,-20.61458209
California,3/14/2022,-14,-12.95218377
California,3/14/2022,-9,-17.48315329
California,3/14/2022,-28,-17.02723478
California,3/14/2022,-7,-17.98199785
California,3/14/2022,-39,-33.06332711
California,3/14/2022,-13,-25.6197152
California,3/14/2022,-6,-11.83250864
California,3/14/2022,-21,-14.02213881
California,3/14/2022,-21,-16.88001234
California,3/14/2022,-7,-23.09601635
California,3/14/2022,-29,-16.63249684
California,3/14/2022,-23,-27.9657773
California,3/14/2022,-19,-20.69962006
California,3/14/2022,-32,-28.24011997
California,3/14/2022,-21,-15.37531225
California,3/14/2022,-28,-25.52388863
California,3/14/2022,-55,-46.46919314
California,3/14/2022,-18,-25.71777632
California,3/14/2022,-24,-25.78394286
California,3/14/2022,-43,-41.22151487
California,3/14/2022,-18,-19.09735136
California,3/14/2022,-46,-40.53125741
California,3/14/2022,-30,-26.92702404
California,3/14/2022,-14,-17.40964146
California,3/14/2022,-21,-22.23595808
California,3/14/2022,-27,-15.76028263
California,3/14/2022,-20,-14.78044372
California,3/14/2022,-19,-16.57214296
California,3/14/2022,-26,-17.86847434
California,3/14/2022,-29,-24.18459977
Pennsylvania,3/14/2022,-31,-34.03025463
Pennsylvania,3/14/2022,-19,-23.49906537
Pennsylvania,3/14/2022,-9,-12.38853131
Pennsylvania,3/14/2022,-17,-25.9994202
Pennsylvania,3/14/2022,-23,-15.42475257
Pennsylvania,3/14/2022,-30,-32.66983533
Pennsylvania,3/14/2022,-26,-29.66325513
Pennsylvania,3/14/2022,-29,-17.86391383
Pennsylvania,3/14/2022,-29,-23.74164262
Pennsylvania,3/14/2022,-17,-14.41797845
Pennsylvania,3/14/2022,-10,-14.17139251
Pennsylvania,3/14/2022,-13,-18.97200193
Pennsylvania,3/14/2022,-19,-11.91180303
Pennsylvania,3/14/2022,-16,-14.32720255
Pennsylvania,3/14/2022,-15,-19.66102555
Pennsylvania,3/14/2022,-18,-17.15451969
Pennsylvania,3/14/2022,-30,-36.81988224
Pennsylvania,3/14/2022,-22,-16.63792918
Pennsylvania,3/14/2022,-29,-16.13579572
Pennsylvania,3/14/2022,-14,-21.37633735
Pennsylvania,3/14/2022,-16,-22.67288258
Pennsylvania,3/14/2022,-14,-16.68937711
Wyoming,3/14/2022,-6,-9.742487155
Wyoming,3/14/2022,-18,-10.10815834
California,3/15/2022,-39,-35.47683925
California,3/15/2022,-32,-25.96025757
California,3/15/2022,-30,-30.56863855
California,3/15/2022,-20,-22.57957334
California,3/15/2022,-20,-27.94091544
California,3/15/2022,-9,-14.18958253
California,3/15/2022,-16,-21.89915525
California,3/15/2022,-17,-15.25079173
California,3/15/2022,-29,-17.01856803
California,3/15/2022,-15,-21.0871947
California,3/15/2022,-35,-32.82421667
California,3/15/2022,-11,-29.40649132
California,3/15/2022,-7,-11.65127543
California,3/15/2022,-24,-13.59841147
California,3/15/2022,-24,-15.75681597
California,3/15/2022,-3,-29.24902199
California,3/15/2022,-27,-22.96859166
California,3/15/2022,-23,-31.47741425
California,3/15/2022,-21,-16.95303775
California,3/15/2022,-32,-29.17793423
California,3/15/2022,-24,-14.20418494
California,3/15/2022,-28,-18.4742031
California,3/15/2022,-51,-45.98599886
California,3/15/2022,-23,-28.13811886
California,3/15/2022,-24,-29.50024769
California,3/15/2022,-42,-40.51470915
California,3/15/2022,-21,-17.73512357
California,3/15/2022,-42,-40.27854709
California,3/15/2022,-31,-23.30055982
California,3/15/2022,-12,-16.09265748
California,3/15/2022,-20,-21.0520843
California,3/15/2022,-26,-20.40244508
California,3/15/2022,-21,-19.30902976
California,3/15/2022,-18,-17.60705565
California,3/15/2022,-24,-17.79975149
California,3/15/2022,-29,-30.60310017
Pennsylvania,3/15/2022,-29,-29.20647982
Pennsylvania,3/15/2022,-9,-15.2902343
Pennsylvania,3/15/2022,-15,-24.6890736
Pennsylvania,3/15/2022,-22,-13.84922253
Pennsylvania,3/15/2022,-28,-34.52231941
Pennsylvania,3/15/2022,-25,-19.42470937
Pennsylvania,3/15/2022,-28,-25.15466864
Pennsylvania,3/15/2022,-17,-9.934476682
Pennsylvania,3/15/2022,-10,-16.49108611
Pennsylvania,3/15/2022,-13,-12.06615898
Pennsylvania,3/15/2022,-16,-10.96880863
Pennsylvania,3/15/2022,-13,-10.21036425
Pennsylvania,3/15/2022,-17,-19.31530639
Pennsylvania,3/15/2022,-19,-13.57821377
Pennsylvania,3/15/2022,-26,-29.60534241
Pennsylvania,3/15/2022,-18,-21.48892823
Pennsylvania,3/15/2022,-27,-16.4093986
Pennsylvania,3/15/2022,-11,-17.74834942
Pennsylvania,3/15/2022,-14,-20.70359908
Pennsylvania,3/15/2022,-12,-15.68422999
Wyoming,3/15/2022,-8,-8.592008695
Wyoming,3/15/2022,-17,-8.5313219
California,3/16/2022,-39,-34.39474894
California,3/16/2022,-31,-25.52058056
California,3/16/2022,-25,-28.54096713
California,3/16/2022,-19,-25.27731535
California,3/16/2022,-19,-21.63247215
California,3/16/2022,-11,-15.54944909
California,3/16/2022,-17,-21.98474586
California,3/16/2022,-17,-14.66057864
California,3/16/2022,-8,-14.8727749
California,3/16/2022,-29,-17.06873831
California,3/16/2022,-12,-17.76464453
California,3/16/2022,-36,-31.61337891
California,3/16/2022,-10,-21.48243711
California,3/16/2022,-7,-12.91238449
California,3/16/2022,-23,-14.4170318
California,3/16/2022,-22,-16.32896414
California,3/16/2022,-5,-25.35084988
California,3/16/2022,-28,-19.18794161
California,3/16/2022,-24,-27.62378957
California,3/16/2022,-21,-17.51053917
California,3/16/2022,-32,-29.17183585
California,3/16/2022,-23,-15.15190106
California,3/16/2022,-29,-25.36930341
California,3/16/2022,-50,-40.75215266
California,3/16/2022,-21,-24.53966069
California,3/16/2022,-24,-23.5711238
California,3/16/2022,-40,-37.5159475
California,3/16/2022,-20,-17.5674873
California,3/16/2022,-42,-37.472588
California,3/16/2022,-29,-21.69586109
California,3/16/2022,-15,-14.97983606
California,3/16/2022,-23,-20.64927923
California,3/16/2022,-26,-17.40294302
California,3/16/2022,-21,-19.35454882
California,3/16/2022,-19,-17.69805082
California,3/16/2022,-24,-16.40824637
California,3/16/2022,-27,-20.09841096
Pennsylvania,3/16/2022,-30,-24.10170902
Pennsylvania,3/16/2022,-15,-15.92356163
Pennsylvania,3/16/2022,-8,-14.9675891
Pennsylvania,3/16/2022,-15,-22.0727524
Pennsylvania,3/16/2022,-26,-30.45399135
Pennsylvania,3/16/2022,-19,-24.55944814
Pennsylvania,3/16/2022,-25,-17.68870948
Pennsylvania,3/16/2022,-27,-18.89902677
Pennsylvania,3/16/2022,-16,-8.259997473
Pennsylvania,3/16/2022,-10,-16.05045564
Pennsylvania,3/16/2022,-13,-13.15504665
Pennsylvania,3/16/2022,-17,-8.257683695
Pennsylvania,3/16/2022,-13,-7.977842722
Pennsylvania,3/16/2022,-15,-14.46474173
Pennsylvania,3/16/2022,-18,-13.77276452
Pennsylvania,3/16/2022,-28,-28.90835074
Pennsylvania,3/16/2022,-17,-18.81517548
Pennsylvania,3/16/2022,-27,-13.59763044
Pennsylvania,3/16/2022,-15,-15.24538101
Pennsylvania,3/16/2022,-14,-18.68092838
Pennsylvania,3/16/2022,-13,-16.80839068
Wyoming,3/16/2022,-9,-9.903816654
Wyoming,3/16/2022,-20,-11.07929174
California,3/17/2022,-40,-35.15533964
California,3/17/2022,-33,-25.06998901
California,3/17/2022,-26,-26.01859864
California,3/17/2022,-20,-23.34907124
California,3/17/2022,-20,-22.9730555
California,3/17/2022,-10,-13.20799906
California,3/17/2022,-17,-22.34010692
California,3/17/2022,-18,-16.52042782
California,3/17/2022,-8,-18.92221844
California,3/17/2022,-29,-18.20229585
California,3/17/2022,-11,-16.95571284
California,3/17/2022,-36,-31.95758932
California,3/17/2022,-12,-24.05071802
California,3/17/2022,-3,-7.842850292
California,3/17/2022,-24,-13.49965362
California,3/17/2022,-24,-16.38317704
California,3/17/2022,-5,-23.90756155
California,3/17/2022,-28,-20.92089477
California,3/17/2022,-23,-27.40800439
California,3/17/2022,-22,-17.51053917
California,3/17/2022,-31,-28.65173763
California,3/17/2022,-23,-14.64575721
California,3/17/2022,-30,-22.66027762
California,3/17/2022,-49,-45.20047722
California,3/17/2022,-21,-23.62452382
California,3/17/2022,-27,-26.22145078
California,3/17/2022,-41,-37.32582568
California,3/17/2022,-21,-17.12079314
California,3/17/2022,-43,-38.01292473
California,3/17/2022,-31,-25.13154663
California,3/17/2022,-8,-15.04200121
California,3/17/2022,-25,-19.90118138
California,3/17/2022,-27,-14.48304804
California,3/17/2022,-22,-16.31893455
California,3/17/2022,-18,-15.83708828
California,3/17/2022,-24,-15.49850287
California,3/17/2022,-28,-19.42524634
Pennsylvania,3/17/2022,-31,-25.8654305
Pennsylvania,3/17/2022,-17,-8.868874427
Pennsylvania,3/17/2022,-9,-19.79986692
Pennsylvania,3/17/2022,-16,-33.79718264
Pennsylvania,3/17/2022,-29,-30.86739118
Pennsylvania,3/17/2022,-23,-28.4758655
Pennsylvania,3/17/2022,-27,-16.62032823
Pennsylvania,3/17/2022,-28,-23.2866273
